File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\Chris\Documents\GitHub\Misc\SomeDungeonGame\LimitlessBase\LimitlessBase\Screens\TestScreen.cs,156,49,30,1,13,1,94,375,0,1
C:\Users\Chris\Documents\GitHub\Misc\SomeDungeonGame\LimitlessBase\LimitlessBase\Screens\Effects\FadeEffect.cs,185,106,61,11,17,1,62,292,0,1
C:\Users\Chris\Documents\GitHub\Misc\SomeDungeonGame\LimitlessBase\LimitlessBase\Sounds\Sound.cs,168,100,57,8,22,1,46,213,0,1
C:\Users\Chris\Documents\GitHub\Misc\SomeDungeonGame\LimitlessBase\LimitlessBase\Sounds\SoundManager.cs,119,71,36,5,10,1,38,207,0,1
C:\Users\Chris\Documents\GitHub\Misc\SortFilesByDate\SortFilesByDate\Program.cs,146,111,70,11,30,0,5,32,0,0
C:\Users\Chris\Documents\GitHub\Misc\SortFilesByDate\SortFilesByDate\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
C:\Users\Chris\Documents\GitHub\Misc\SupermarketSimulator\SupermarketSimulator\Game.cs,78,67,45,3,11,0,0,0,0,0
C:\Users\Chris\Documents\GitHub\Misc\SupermarketSimulator\SupermarketSimulator\MainForm.cs,43,35,21,1,8,0,0,0,0,0
C:\Users\Chris\Documents\GitHub\Misc\SupermarketSimulator\SupermarketSimulator\MainForm.Designer.cs,133,90,78,1,8,0,35,62,0,0
C:\Users\Chris\Documents\GitHub\Misc\SupermarketSimulator\SupermarketSimulator\Program.cs,23,18,11,0,2,0,3,12,0,0
C:\Users\Chris\Documents\GitHub\Misc\SupermarketSimulator\SupermarketSimulator\Buyables\Buyable.cs,34,29,19,1,5,0,0,0,0,0
C:\Users\Chris\Documents\GitHub\Misc\SupermarketSimulator\SupermarketSimulator\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
C:\Users\Chris\Documents\GitHub\Misc\SupermarketSimulator\SupermarketSimulator\Properties\Resources.Designer.cs,72,41,16,3,9,1,22,119,0,1
C:\Users\Chris\Documents\GitHub\Misc\SupermarketSimulator\SupermarketSimulator\Properties\Settings.Designer.cs,31,17,6,1,6,1,8,30,0,1
C:\Users\Chris\Documents\GitHub\Misc\SupermarketSimulator\SupermarketSimulatorTests\UnitTest1.cs,15,13,5,0,2,0,0,0,0,0
C:\Users\Chris\Documents\GitHub\Misc\SupermarketSimulator\SupermarketSimulatorTests\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
C:\Users\Chris\Documents\GitHub\Misc\SupermarketSimulatorMain\SupermarketSimulatorMain\GameForm.cs,21,19,13,0,2,0,0,0,0,0
C:\Users\Chris\Documents\GitHub\Misc\SupermarketSimulatorMain\SupermarketSimulatorMain\GameForm.Designer.cs,138,97,85,1,6,0,35,62,0,0
C:\Users\Chris\Documents\GitHub\Misc\SupermarketSimulatorMain\SupermarketSimulatorMain\MainForm.cs,21,19,13,0,2,0,0,0,0,0
C:\Users\Chris\Documents\GitHub\Misc\SupermarketSimulatorMain\SupermarketSimulatorMain\MainForm.Designer.cs,65,40,28,1,8,0,17,56,0,0
C:\Users\Chris\Documents\GitHub\Misc\SupermarketSimulatorMain\SupermarketSimulatorMain\Program.cs,23,18,11,0,2,0,3,12,0,0
C:\Users\Chris\Documents\GitHub\Misc\SupermarketSimulatorMain\SupermarketSimulatorMain\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
C:\Users\Chris\Documents\GitHub\Misc\SupermarketSimulatorMain\SupermarketSimulatorMain\Properties\Resources.Designer.cs,72,41,16,3,9,1,22,119,0,1
C:\Users\Chris\Documents\GitHub\Misc\SupermarketSimulatorMain\SupermarketSimulatorMain\Properties\Settings.Designer.cs,31,17,6,1,6,1,8,30,0,1
C:\Users\Chris\Documents\GitHub\Misc\SupermarketSimulatorTest\SupermarketSimulatorTest\Form1.cs,48,41,29,1,7,0,0,0,0,0
C:\Users\Chris\Documents\GitHub\Misc\SupermarketSimulatorTest\SupermarketSimulatorTest\Form1.Designer.cs,146,100,88,1,8,0,38,63,0,0
C:\Users\Chris\Documents\GitHub\Misc\SupermarketSimulatorTest\SupermarketSimulatorTest\Game.cs,134,110,70,9,20,0,4,32,0,0
C:\Users\Chris\Documents\GitHub\Misc\SupermarketSimulatorTest\SupermarketSimulatorTest\Program.cs,23,18,11,0,2,0,3,12,0,0
C:\Users\Chris\Documents\GitHub\Misc\SupermarketSimulatorTest\SupermarketSimulatorTest\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
C:\Users\Chris\Documents\GitHub\Misc\SupermarketSimulatorTest\SupermarketSimulatorTest\Properties\Resources.Designer.cs,72,41,16,3,9,1,22,119,0,1
C:\Users\Chris\Documents\GitHub\Misc\SupermarketSimulatorTest\SupermarketSimulatorTest\Properties\Settings.Designer.cs,31,17,6,1,6,1,8,30,0,1
C:\Users\Chris\Documents\GitHub\Misc\SystemAll\SystemAll\Program.cs,18,16,10,0,2,0,0,0,0,0
C:\Users\Chris\Documents\GitHub\Misc\SystemAll\SystemAll\SystemAll.cs,75,58,45,2,10,0,7,44,0,0
C:\Users\Chris\Documents\GitHub\Misc\SystemAll\SystemAll\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\BatchSelectionForm.cs,166,141,99,14,25,0,0,0,0,0
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\BatchSelectionForm.Designer.cs,187,137,122,1,6,0,44,65,0,0
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\BatchSelectionTournament.cs,184,147,95,12,37,0,0,0,0,0
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\BracketedTournament.cs,477,417,244,41,55,2,5,73,0,0
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\BracketedTournamentSerializer.cs,76,62,42,8,14,0,0,0,0,0
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\FolderSelect.cs,56,49,26,2,7,0,0,0,0,0
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\FolderSelect.Designer.cs,138,97,85,1,6,0,35,62,0,0
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\Form1.cs,200,169,109,13,29,0,2,9,0,0
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\Form1.Designer.cs,221,166,147,1,8,0,47,66,0,0
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\HeuristicSort.cs,56,48,29,5,8,0,0,0,0,0
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\Hierarchy.cs,133,66,37,12,17,1,50,312,0,1
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\LauncherForm.cs,87,77,54,1,10,0,0,0,0,0
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\LauncherForm.Designer.cs,125,90,73,1,6,0,29,60,0,0
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\PictureList.cs,23,19,13,0,4,0,0,0,0,0
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\PictureRatingSelector.cs,180,158,90,12,22,0,0,0,0,0
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\PictureRatingSelector.Designer.cs,148,107,93,1,6,0,35,62,0,0
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\PlaylistCreator.cs,20,17,11,1,3,0,0,0,0,0
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\Program.cs,22,17,10,0,2,0,3,12,0,0
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\QuantificationForm.cs,68,59,41,1,9,0,0,0,0,0
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\QuantificationForm.Designer.cs,160,116,100,1,6,0,38,63,0,0
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\QuantificationTournament.cs,61,51,34,2,10,0,0,0,0,0
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\RatingSelector.cs,81,69,41,9,11,0,1,10,0,0
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\RecursiveRatingSelector.cs,155,128,82,15,20,0,7,59,0,0
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\StandingsForm.cs,46,38,24,1,8,0,0,0,0,0
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\StandingsForm.Designer.cs,117,82,68,1,6,0,29,60,0,0
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\ViewerForm.cs,47,40,26,1,7,0,0,0,0,0
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\ViewerForm.Designer.cs,96,67,52,1,6,0,23,58,0,0
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\WinnerForm.cs,55,49,33,1,6,0,0,0,0,0
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\WinnerForm.Designer.cs,106,74,62,1,6,0,26,59,0,0
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\Properties\Resources.Designer.cs,64,33,17,3,9,1,22,119,0,1
C:\Users\Chris\Documents\GitHub\Misc\TournamentOfPictures\TournamentOfPictures\Properties\Settings.Designer.cs,27,13,6,1,6,1,8,30,0,1
C:\Users\Chris\Documents\GitHub\Misc\VirtualEntity\VirtualEntity\Form1.cs,21,19,13,0,2,0,0,0,0,0
C:\Users\Chris\Documents\GitHub\Misc\VirtualEntity\VirtualEntity\Form1.Designer.cs,40,23,11,1,6,0,11,54,0,0
C:\Users\Chris\Documents\GitHub\Misc\VirtualEntity\VirtualEntity\Program.cs,23,18,11,0,2,0,3,12,0,0
C:\Users\Chris\Documents\GitHub\Misc\VirtualEntity\VirtualEntity\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
C:\Users\Chris\Documents\GitHub\Misc\VirtualEntity\VirtualEntity\Properties\Resources.Designer.cs,72,41,16,3,9,1,22,119,0,1
C:\Users\Chris\Documents\GitHub\Misc\VirtualEntity\VirtualEntity\Properties\Settings.Designer.cs,31,17,6,1,6,1,8,30,0,1
C:\Users\Chris\Documents\GitHub\Misc\WinFormScratchPad\WinFormScratchPad\Form1.cs,104,92,47,5,12,0,0,0,0,0
C:\Users\Chris\Documents\GitHub\Misc\WinFormScratchPad\WinFormScratchPad\Form1.Designer.cs,100,66,54,1,8,0,26,59,0,0
C:\Users\Chris\Documents\GitHub\Misc\WinFormScratchPad\WinFormScratchPad\Program.cs,23,18,11,0,2,0,3,12,0,0
C:\Users\Chris\Documents\GitHub\Misc\WinFormScratchPad\WinFormScratchPad\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
C:\Users\Chris\Documents\GitHub\Misc\WinFormScratchPad\WinFormScratchPad\Properties\Resources.Designer.cs,72,41,16,3,9,1,22,119,0,1
C:\Users\Chris\Documents\GitHub\Misc\WinFormScratchPad\WinFormScratchPad\Properties\Settings.Designer.cs,31,17,6,1,6,1,8,30,0,1
